order_id,session_id,customer_id,order_date,category,checkout_variant,order_value
1261,8196,2541,2025-05-01 00:09:00,Books,control,1422.47
1262,8198,2541,2025-05-09 00:09:00,Books,control,2020.94
1263,8199,2541,2025-05-16 00:09:00,Home & Kitchen,control,1771.23
1264,8202,2542,2025-09-04 00:09:00,Electronics,variant,2388.08
1265,8203,2542,2025-09-10 00:09:00,Fashion,variant,2562.99
1266,8204,2543,2025-08-10 00:09:00,Sports,control,1860.46
1267,8206,2543,2025-09-01 00:09:00,Beauty,control,1107.51
1268,8207,2543,2025-08-17 00:09:00,Books,control,489.1
1269,8211,2544,2025-06-23 00:09:00,Electronics,variant,1001.84
1270,8212,2544,2025-06-21 00:09:00,Electronics,variant,791.24
1271,8224,2548,2025-06-21 00:09:00,Electronics,control,1487.77
1272,8226,2549,2025-05-30 00:09:00,Beauty,control,2405.14
1273,8231,2551,2025-06-24 00:09:00,Sports,variant,981.69
1274,8240,2553,2025-04-16 00:09:00,Beauty,variant,4597.21
1275,8261,2560,2025-06-21 00:09:00,Home & Kitchen,control,780.98
1276,8274,2564,2025-06-20 00:09:00,Beauty,variant,1224.23
1277,8284,2566,2025-06-24 00:09:00,Home & Kitchen,control,735.93
1278,8285,2566,2025-06-07 00:09:00,Electronics,control,887.77
1279,8287,2568,2025-06-20 00:09:00,Home & Kitchen,control,1616.17
1280,8298,2572,2025-09-01 00:09:00,Beauty,variant,1398.62
1281,8302,2574,2025-05-22 00:09:00,Sports,control,1973.79
1282,8303,2574,2025-06-10 00:09:00,Electronics,control,1988.29
1283,8306,2576,2025-04-29 00:09:00,Fashion,control,2470.49
1284,8322,2578,2025-06-22 00:09:00,Fashion,variant,1715.56
1285,8335,2581,2025-06-12 00:09:00,Books,control,1167.17
1286,8347,2584,2025-06-26 00:09:00,Home & Kitchen,variant,1217.59
1287,8348,2585,2025-06-16 00:09:00,Fashion,variant,1601.04
1288,8352,2586,2025-06-16 00:09:00,Electronics,control,1367.4
1289,8357,2587,2025-07-23 00:09:00,Books,control,1581.63
1290,8368,2591,2025-03-05 00:09:00,Sports,variant,531.13
1291,8370,2592,2025-06-04 00:09:00,Beauty,variant,1117.44
1292,8371,2593,2025-06-17 00:09:00,Sports,variant,342.52
1293,8373,2593,2025-07-01 00:09:00,Electronics,variant,3358.46
1294,8375,2594,2025-03-24 00:09:00,Books,control,1444.1
1295,8380,2596,2025-04-03 00:09:00,Home & Kitchen,variant,2121.01
1296,8382,2596,2025-03-25 00:09:00,Beauty,variant,2210.79
1297,8388,2597,2025-06-25 00:09:00,Sports,variant,2844.26
1298,8397,2600,2025-05-20 00:09:00,Fashion,control,1551.03
1299,8401,2601,2025-08-28 00:09:00,Sports,variant,964.95
1300,8421,2606,2025-07-23 00:09:00,Home & Kitchen,variant,1613.15
1301,8422,2606,2025-07-23 00:09:00,Fashion,variant,2363.06
1302,8436,2610,2025-07-19 00:09:00,Home & Kitchen,variant,933.63
1303,8441,2611,2025-08-18 00:09:00,Fashion,variant,1189.11
1304,8446,2613,2025-04-30 00:09:00,Sports,control,896.33
1305,8447,2614,2025-06-23 00:09:00,Sports,variant,1354.52
1306,8459,2616,2025-07-11 00:09:00,Beauty,variant,2144.28
1307,8462,2618,2025-04-09 00:09:00,Beauty,control,1650.62
1308,8469,2619,2025-06-22 00:09:00,Fashion,control,954.7
1309,8474,2620,2025-08-25 00:09:00,Fashion,variant,2157.72
1310,8479,2622,2025-05-28 00:09:00,Sports,variant,726.92
1311,8490,2628,2025-04-09 00:09:00,Fashion,control,3558.83
1312,8495,2628,2025-05-19 00:09:00,Sports,control,3172.66
1313,8506,2632,2025-07-17 00:09:00,Electronics,variant,3739.68
1314,8516,2635,2025-04-13 00:09:00,Books,control,933.77
1315,8522,2636,2025-03-30 00:09:00,Fashion,variant,737.17
1316,8535,2641,2025-06-16 00:09:00,Electronics,variant,2663.19
1317,8546,2644,2025-06-14 00:09:00,Home & Kitchen,control,3084.75
1318,8547,2644,2025-07-29 00:09:00,Home & Kitchen,control,1807.88
1319,8561,2650,2025-05-17 00:09:00,Beauty,control,3789.99
1320,8566,2651,2025-08-28 00:09:00,Fashion,control,718.04
1321,8569,2652,2025-09-07 00:09:00,Books,variant,2659.05
1322,8574,2655,2025-08-05 00:09:00,Sports,control,1903.55
1323,8583,2657,2025-07-05 00:09:00,Books,control,640.04
1324,8584,2657,2025-06-25 00:09:00,Electronics,control,2876.4
1325,8588,2658,2025-06-07 00:09:00,Fashion,variant,620.86
1326,8595,2662,2025-07-31 00:09:00,Books,control,2268.08
1327,8646,2678,2025-09-01 00:09:00,Sports,variant,2844.61
1328,8652,2679,2025-07-10 00:09:00,Books,control,425.03
1329,8664,2681,2025-04-02 00:09:00,Home & Kitchen,variant,2814.05
1330,8668,2682,2025-04-05 00:09:00,Electronics,control,1346.89
1331,8669,2683,2025-06-02 00:09:00,Home & Kitchen,control,1229.31
1332,8670,2683,2025-06-07 00:09:00,Beauty,control,1102.62
1333,8674,2685,2025-06-18 00:09:00,Books,control,4025.41
1334,8678,2686,2025-05-24 00:09:00,Home & Kitchen,control,1937.12
1335,8679,2686,2025-05-09 00:09:00,Home & Kitchen,control,940.57
1336,8685,2688,2025-07-04 00:09:00,Sports,control,3522.05
1337,8691,2690,2025-08-29 00:09:00,Fashion,variant,3066.45
1338,8692,2691,2025-07-25 00:09:00,Fashion,control,1808.57
1339,8695,2693,2025-09-02 00:09:00,Fashion,variant,1882.58
1340,8697,2694,2025-06-10 00:09:00,Electronics,control,442.54
1341,8700,2695,2025-08-13 00:09:00,Sports,variant,1116.65
1342,8701,2696,2025-05-23 00:09:00,Home & Kitchen,variant,825.68
1343,8716,2699,2025-04-12 00:09:00,Beauty,variant,1553.62
1344,8718,2699,2025-05-02 00:09:00,Home & Kitchen,variant,1183.96
1345,8723,2701,2025-09-18 00:09:00,Beauty,variant,1415.76
1346,8733,2706,2025-05-04 00:09:00,Fashion,variant,1727.31
1347,8737,2707,2025-07-09 00:09:00,Electronics,control,431.09
1348,8741,2708,2025-05-04 00:09:00,Home & Kitchen,control,894.61
1349,8751,2711,2025-05-24 00:09:00,Beauty,variant,2312.03
1350,8758,2713,2025-08-14 00:09:00,Books,variant,1176.81
1351,8759,2714,2025-07-02 00:09:00,Beauty,variant,2107.22
1352,8764,2715,2025-07-09 00:09:00,Electronics,control,3395.79
1353,8766,2715,2025-08-01 00:09:00,Beauty,control,2483.92
1354,8778,2718,2025-07-20 00:09:00,Beauty,variant,586.28
1355,8785,2720,2025-05-05 00:09:00,Sports,control,327.68
1356,8803,2724,2025-06-02 00:09:00,Electronics,variant,1597.81
1357,8853,2740,2025-05-21 00:09:00,Electronics,variant,943.48
1358,8860,2741,2025-08-09 00:09:00,Sports,variant,1567.82
1359,8862,2742,2025-04-11 00:09:00,Electronics,control,972.92
1360,8870,2745,2025-05-14 00:09:00,Electronics,variant,604.11
1361,8878,2747,2025-05-25 00:09:00,Fashion,variant,2733.81
1362,8879,2748,2025-07-16 00:09:00,Books,control,1659.03
1363,8889,2753,2025-06-16 00:09:00,Electronics,variant,1083.05
1364,8891,2754,2025-06-17 00:09:00,Sports,control,1540.47
1365,8895,2755,2025-08-26 00:09:00,Electronics,variant,4972.4
1366,8906,2760,2025-06-05 00:09:00,Books,control,230.06
1367,8924,2768,2025-09-09 00:09:00,Electronics,control,1329.54
1368,8938,2773,2025-04-29 00:09:00,Books,variant,1178.24
1369,8944,2776,2025-05-11 00:09:00,Beauty,control,1206.96
1370,8945,2776,2025-04-28 00:09:00,Beauty,control,3175.98
1371,8954,2778,2025-08-20 00:09:00,Electronics,control,988.41
1372,8963,2782,2025-08-21 00:09:00,Beauty,variant,350.35
1373,8964,2783,2025-08-04 00:09:00,Books,variant,1420.79
1374,8966,2783,2025-08-02 00:09:00,Electronics,variant,2110.54
1375,8969,2785,2025-08-23 00:09:00,Books,variant,1143.79
1376,8983,2789,2025-05-28 00:09:00,Books,variant,3371.29
1377,8984,2789,2025-05-10 00:09:00,Electronics,variant,1387.05
1378,8986,2790,2025-09-05 00:09:00,Beauty,control,2214.29
1379,8988,2790,2025-08-24 00:09:00,Sports,control,3642.45
1380,8989,2790,2025-09-06 00:09:00,Sports,control,1095.45
1381,9002,2795,2025-04-24 00:09:00,Fashion,control,2087.48
1382,9016,2798,2025-07-11 00:09:00,Books,control,1548.43
1383,9019,2800,2025-06-18 00:09:00,Books,variant,2401.34
1384,9023,2803,2025-08-29 00:09:00,Books,control,1530.53
1385,9025,2804,2025-04-16 00:09:00,Sports,control,1227.01
1386,9030,2804,2025-05-18 00:09:00,Beauty,control,2668.54
1387,9034,2805,2025-04-18 00:09:00,Sports,variant,1442.34
1388,9039,2807,2025-04-27 00:09:00,Fashion,variant,2458.28
1389,9044,2808,2025-07-20 00:09:00,Fashion,variant,3186.43
1390,9045,2809,2025-07-17 00:09:00,Electronics,variant,2577.88
1391,9048,2810,2025-05-05 00:09:00,Home & Kitchen,control,641.03
1392,9064,2816,2025-03-26 00:09:00,Home & Kitchen,control,1238.63
1393,9067,2816,2025-04-15 00:09:00,Home & Kitchen,control,1413.07
1394,9078,2820,2025-07-25 00:09:00,Home & Kitchen,variant,2297.38
1395,9092,2825,2025-07-10 00:09:00,Fashion,variant,1597.53
1396,9097,2826,2025-09-05 00:09:00,Sports,variant,3119.28
1397,9099,2827,2025-05-15 00:09:00,Electronics,variant,1053.71
1398,9105,2829,2025-06-28 00:09:00,Home & Kitchen,variant,2628.11
1399,9110,2831,2025-08-19 00:09:00,Sports,control,1875.06
1400,9117,2833,2025-06-11 00:09:00,Books,control,1228.05
1401,9122,2835,2025-05-07 00:09:00,Beauty,control,1871.09
1402,9145,2841,2025-07-06 00:09:00,Fashion,variant,4375.63
1403,9146,2841,2025-07-14 00:09:00,Beauty,variant,1776.03
1404,9147,2842,2025-07-26 00:09:00,Sports,control,1444.28
1405,9151,2843,2025-07-23 00:09:00,Books,variant,2084.75
1406,9153,2844,2025-05-28 00:09:00,Sports,control,1654.61
1407,9160,2846,2025-06-09 00:09:00,Electronics,variant,1198.66
1408,9165,2846,2025-08-05 00:09:00,Beauty,variant,1340.73
1409,9166,2846,2025-07-26 00:09:00,Home & Kitchen,variant,142.6
1410,9171,2848,2025-05-19 00:09:00,Books,variant,4053.45
1411,9172,2848,2025-05-13 00:09:00,Home & Kitchen,variant,2671.55
1412,9177,2849,2025-05-12 00:09:00,Books,control,425.64
1413,9184,2851,2025-06-30 00:09:00,Fashion,variant,934.59
1414,9193,2854,2025-03-20 00:09:00,Sports,control,1211.25
1415,9196,2854,2025-07-14 00:09:00,Beauty,control,1999.03
1416,9197,2855,2025-08-03 00:09:00,Home & Kitchen,variant,2130.7
1417,9204,2858,2025-08-15 00:09:00,Electronics,control,1398.19
1418,9219,2861,2025-07-11 00:09:00,Electronics,variant,1025.76
1419,9229,2864,2025-07-05 00:09:00,Fashion,control,590.58
1420,9236,2865,2025-04-06 00:09:00,Fashion,variant,2089.69
1421,9242,2866,2025-04-07 00:09:00,Home & Kitchen,variant,887.34
1422,9248,2867,2025-04-26 00:09:00,Sports,control,2070.28
1423,9250,2867,2025-07-01 00:09:00,Beauty,control,3102.95
1424,9255,2870,2025-04-20 00:09:00,Books,control,1717.15
1425,9259,2871,2025-04-12 00:09:00,Electronics,variant,777.39
1426,9268,2874,2025-04-24 00:09:00,Sports,variant,221.69
1427,9275,2876,2025-06-18 00:09:00,Books,control,573.28
1428,9286,2881,2025-03-27 00:09:00,Beauty,control,2915.18
1429,9289,2882,2025-04-09 00:09:00,Beauty,variant,4626.07
1430,9293,2882,2025-07-16 00:09:00,Electronics,variant,637.75
1431,9302,2885,2025-05-05 00:09:00,Books,variant,1837.31
1432,9307,2886,2025-03-07 00:09:00,Fashion,variant,2300.53
1433,9310,2886,2025-07-23 00:09:00,Electronics,variant,2724.39
1434,9317,2888,2025-04-24 00:09:00,Sports,control,5937.98
1435,9323,2889,2025-06-13 00:09:00,Home & Kitchen,variant,299.23
1436,9324,2889,2025-06-14 00:09:00,Sports,variant,887.07
1437,9325,2889,2025-06-06 00:09:00,Books,variant,778.54
1438,9326,2890,2025-05-03 00:09:00,Beauty,control,3363.22
1439,9327,2890,2025-05-03 00:09:00,Sports,control,2326.17
1440,9330,2891,2025-03-18 00:09:00,Home & Kitchen,variant,3169.84
1441,9341,2894,2025-09-10 00:09:00,Home & Kitchen,control,797.7
1442,9345,2895,2025-04-26 00:09:00,Sports,variant,3680.69
1443,9346,2896,2025-07-16 00:09:00,Electronics,variant,2008.12
1444,9348,2896,2025-07-10 00:09:00,Books,variant,918.53
1445,9349,2896,2025-07-14 00:09:00,Books,variant,1857.07
1446,9350,2897,2025-06-11 00:09:00,Home & Kitchen,control,2087.43
1447,9363,2903,2025-08-27 00:09:00,Sports,variant,1898.23
1448,9375,2907,2025-06-18 00:09:00,Sports,variant,2844.16
1449,9381,2908,2025-07-30 00:09:00,Electronics,variant,1728.54
1450,9387,2910,2025-06-03 00:09:00,Books,control,1323.42
1451,9389,2910,2025-06-19 00:09:00,Home & Kitchen,control,843.35
1452,9401,2914,2025-05-08 00:09:00,Beauty,variant,2231.12
1453,9412,2916,2025-07-06 00:09:00,Books,variant,2179.59
1454,9416,2918,2025-08-24 00:09:00,Books,variant,1037.68
1455,9424,2920,2025-07-07 00:09:00,Beauty,variant,1778.14
1456,9439,2925,2025-05-21 00:09:00,Fashion,variant,1189.18
1457,9451,2929,2025-05-23 00:09:00,Beauty,control,1063.91
1458,9459,2931,2025-07-03 00:09:00,Books,variant,3822.91
1459,9463,2932,2025-08-01 00:09:00,Sports,variant,1039.25
1460,9475,2935,2025-07-20 00:09:00,Beauty,variant,3832.46
1461,9481,2936,2025-06-12 00:09:00,Beauty,control,2150.98
1462,9491,2938,2025-07-11 00:09:00,Electronics,control,2297.2
1463,9494,2940,2025-04-30 00:09:00,Fashion,control,892.91
1464,9498,2941,2025-08-16 00:09:00,Beauty,variant,3319.17
1465,9501,2943,2025-08-06 00:09:00,Home & Kitchen,variant,828.38
1466,9502,2943,2025-07-23 00:09:00,Fashion,variant,1818.97
1467,9503,2943,2025-07-28 00:09:00,Fashion,variant,4872.7
1468,9536,2954,2025-05-27 00:09:00,Electronics,variant,1539.49
1469,9537,2954,2025-06-14 00:09:00,Fashion,variant,1153.07
1470,9545,2955,2025-07-31 00:09:00,Beauty,variant,1229.25
1471,9553,2958,2025-06-21 00:09:00,Fashion,control,1168.62
1472,9554,2958,2025-06-02 00:09:00,Beauty,control,1002.67
1473,9558,2958,2025-07-17 00:09:00,Sports,control,2692.23
1474,9563,2959,2025-07-23 00:09:00,Electronics,variant,2198.32
1475,9564,2959,2025-07-13 00:09:00,Electronics,variant,1509.94
1476,9576,2964,2025-05-24 00:09:00,Sports,variant,1770.74
1477,9586,2966,2025-06-28 00:09:00,Electronics,variant,501.87
1478,9605,2970,2025-06-18 00:09:00,Books,control,397.36
1479,9607,2970,2025-07-27 00:09:00,Beauty,control,1919.93
1480,9616,2972,2025-05-17 00:09:00,Electronics,control,969.25
1481,9631,2979,2025-05-08 00:09:00,Sports,control,2833.39
1482,9636,2981,2025-07-25 00:09:00,Beauty,control,817.04
1483,9638,2981,2025-07-10 00:09:00,Electronics,control,288.12
1484,9647,2985,2025-08-01 00:09:00,Books,control,585.62
1485,9649,2986,2025-07-09 00:09:00,Sports,variant,1874.62
1486,9656,2989,2025-08-23 00:09:00,Electronics,variant,576.63
1487,9661,2990,2025-06-12 00:09:00,Beauty,control,1586.03
1488,9668,2992,2025-06-26 00:09:00,Beauty,control,530.88
1489,9673,2994,2025-09-06 00:09:00,Sports,control,1063.8
1490,9679,2997,2025-05-05 00:09:00,Fashion,variant,1530.53
1491,9680,2997,2025-04-11 00:09:00,Books,variant,2070.05
1492,9683,2998,2025-06-05 00:09:00,Home & Kitchen,control,967.04
1493,9684,2998,2025-05-16 00:09:00,Electronics,control,1191.63
1494,9693,3003,2025-09-12 00:09:00,Electronics,variant,838.12
1495,9706,3006,2025-05-25 00:09:00,Electronics,variant,1066.66
1496,9711,3007,2025-08-06 00:09:00,Books,variant,1447.63
1497,9713,3007,2025-07-28 00:09:00,Beauty,variant,1733.86
1498,9717,3008,2025-08-13 00:09:00,Fashion,control,2075.91
1499,9738,3015,2025-06-20 00:09:00,Fashion,control,1668.54
1500,9744,3017,2025-06-29 00:09:00,Electronics,variant,862.02
1501,9746,3017,2025-07-01 00:09:00,Books,variant,1497.2
1502,9747,3018,2025-05-14 00:09:00,Books,control,3617.04
1503,9753,3018,2025-08-04 00:09:00,Home & Kitchen,control,650.82
1504,9759,3020,2025-07-31 00:09:00,Electronics,control,1805.28
1505,9764,3023,2025-06-10 00:09:00,Beauty,variant,3295.94
1506,9765,3024,2025-04-28 00:09:00,Fashion,control,1394.5
1507,9777,3027,2025-04-17 00:09:00,Books,control,221.27
1508,9779,3027,2025-07-25 00:09:00,Electronics,control,1752.24
1509,9806,3035,2025-03-30 00:09:00,Beauty,control,1343.58
1510,9807,3035,2025-07-19 00:09:00,Electronics,control,2113.87
1511,9812,3037,2025-07-24 00:09:00,Fashion,variant,1646.85
1512,9818,3038,2025-04-12 00:09:00,Sports,variant,1060.93
1513,9821,3039,2025-04-22 00:09:00,Beauty,control,878.15
1514,9823,3039,2025-05-01 00:09:00,Home & Kitchen,control,2809.48
1515,9826,3041,2025-06-01 00:09:00,Electronics,variant,741.14
1516,9832,3041,2025-07-07 00:09:00,Sports,variant,2351.86
1517,9848,3047,2025-08-05 00:09:00,Fashion,variant,855.88
1518,9849,3048,2025-07-13 00:09:00,Home & Kitchen,variant,1314.09
1519,9850,3048,2025-07-24 00:09:00,Books,variant,287.84
1520,9851,3049,2025-05-09 00:09:00,Beauty,variant,4912.8
1521,9856,3049,2025-05-12 00:09:00,Home & Kitchen,variant,494.02
1522,9857,3050,2025-07-27 00:09:00,Books,control,2117.69
1523,9860,3050,2025-07-24 00:09:00,Books,control,3234.21
1524,9866,3052,2025-04-19 00:09:00,Electronics,variant,1072.36
1525,9868,3052,2025-06-19 00:09:00,Home & Kitchen,variant,1968.41
1526,9869,3052,2025-07-05 00:09:00,Books,variant,1658.72
1527,9879,3056,2025-05-26 00:09:00,Books,control,1806.93
1528,9884,3058,2025-04-20 00:09:00,Fashion,variant,1457.5
1529,9887,3058,2025-04-30 00:09:00,Electronics,variant,1047.93
1530,9895,3060,2025-04-24 00:09:00,Beauty,variant,3153.18
1531,9905,3064,2025-03-23 00:09:00,Home & Kitchen,variant,2569.57
1532,9906,3064,2025-03-05 00:09:00,Beauty,variant,1061.97
1533,9914,3065,2025-07-12 00:09:00,Electronics,control,1811.59
1534,9921,3066,2025-06-21 00:09:00,Books,control,3640.37
1535,9924,3066,2025-06-15 00:09:00,Fashion,control,1635.48
1536,9927,3067,2025-07-16 00:09:00,Books,variant,1277.06
1537,9929,3067,2025-08-24 00:09:00,Sports,variant,192.13
1538,9930,3067,2025-08-21 00:09:00,Fashion,variant,1519.87
1539,9931,3067,2025-08-11 00:09:00,Beauty,variant,2053.6
1540,9933,3067,2025-08-22 00:09:00,Sports,variant,1549.25
1541,9942,3071,2025-05-16 00:09:00,Sports,variant,633.95
1542,9950,3073,2025-05-06 00:09:00,Books,variant,762.22
1543,9961,3075,2025-06-25 00:09:00,Sports,control,2288.3
1544,9967,3076,2025-08-03 00:09:00,Home & Kitchen,variant,481.94
1545,9974,3080,2025-05-17 00:09:00,Home & Kitchen,variant,1597.62
1546,9978,3082,2025-08-17 00:09:00,Electronics,control,1979.03
1547,9979,3083,2025-05-02 00:09:00,Beauty,control,1651.96
1548,10002,3091,2025-06-10 00:09:00,Sports,control,638.1
1549,10003,3091,2025-06-09 00:09:00,Electronics,control,307.32
1550,10006,3092,2025-05-25 00:09:00,Electronics,variant,502.16
1551,10010,3093,2025-07-22 00:09:00,Electronics,control,1699.31
1552,10033,3099,2025-04-06 00:09:00,Home & Kitchen,variant,323.13
1553,10038,3100,2025-05-18 00:09:00,Fashion,control,1267.24
1554,10039,3100,2025-06-08 00:09:00,Electronics,control,2308.19
1555,10056,3106,2025-05-01 00:09:00,Books,variant,2414.73
1556,10065,3109,2025-08-14 00:09:00,Home & Kitchen,variant,1252.44
1557,10070,3111,2025-06-11 00:09:00,Books,control,2078.28
1558,10088,3117,2025-06-15 00:09:00,Sports,variant,836.88
1559,10089,3117,2025-07-07 00:09:00,Fashion,variant,2245.83
1560,10095,3118,2025-07-01 00:09:00,Beauty,variant,2113.88
1561,10097,3119,2025-04-04 00:09:00,Books,variant,1336.99
1562,10111,3124,2025-06-24 00:09:00,Beauty,variant,868.95
1563,10115,3124,2025-06-18 00:09:00,Sports,variant,1260.11
1564,10116,3124,2025-07-19 00:09:00,Beauty,variant,1547.29
1565,10124,3127,2025-08-09 00:09:00,Beauty,variant,243.66
1566,10126,3128,2025-08-20 00:09:00,Books,variant,2595.4
1567,10139,3132,2025-06-16 00:09:00,Beauty,variant,1105.48
1568,10151,3136,2025-04-23 00:09:00,Books,variant,2070.87
1569,10156,3136,2025-07-26 00:09:00,Beauty,variant,1121.26
1570,10167,3138,2025-07-08 00:09:00,Fashion,control,2038.08
1571,10170,3139,2025-05-20 00:09:00,Sports,control,985.81
1572,10171,3139,2025-05-17 00:09:00,Sports,control,3139.24
1573,10175,3139,2025-07-14 00:09:00,Books,control,2693.46
1574,10179,3141,2025-05-27 00:09:00,Sports,variant,1407.46
1575,10180,3141,2025-05-22 00:09:00,Beauty,variant,536.94
1576,10183,3142,2025-05-27 00:09:00,Beauty,control,1043.37
1577,10187,3144,2025-06-20 00:09:00,Sports,variant,1702.08
1578,10188,3144,2025-06-06 00:09:00,Fashion,variant,2710.96
1579,10197,3146,2025-07-01 00:09:00,Home & Kitchen,control,766.16
1580,10199,3147,2025-07-09 00:09:00,Sports,variant,2121.85
1581,10206,3149,2025-08-09 00:09:00,Electronics,variant,1671.43
1582,10210,3151,2025-08-03 00:09:00,Fashion,variant,1116.28
1583,10215,3152,2025-05-04 00:09:00,Electronics,variant,1436.38
1584,10225,3154,2025-07-28 00:09:00,Sports,variant,844.52
1585,10227,3155,2025-04-05 00:09:00,Home & Kitchen,variant,1959.49
1586,10229,3156,2025-08-27 00:09:00,Electronics,variant,1579.3
1587,10236,3159,2025-07-10 00:09:00,Home & Kitchen,variant,1027.55
1588,10237,3159,2025-07-24 00:09:00,Home & Kitchen,variant,3539.29
1589,10241,3161,2025-03-27 00:09:00,Electronics,control,2031.96
1590,10263,3168,2025-05-15 00:09:00,Books,control,1950.12
1591,10275,3171,2025-07-14 00:09:00,Sports,variant,1405.94
1592,10279,3173,2025-06-21 00:09:00,Electronics,variant,1579.76
1593,10280,3173,2025-06-10 00:09:00,Beauty,variant,716.33
1594,10283,3174,2025-05-25 00:09:00,Electronics,control,1091.73
1595,10287,3176,2025-07-03 00:09:00,Fashion,control,2267.03
1596,10288,3177,2025-06-20 00:09:00,Sports,variant,2202.0
1597,10312,3182,2025-05-04 00:09:00,Fashion,variant,722.47
1598,10337,3192,2025-08-10 00:09:00,Beauty,variant,844.43
1599,10340,3193,2025-07-21 00:09:00,Sports,control,2043.74
1600,10342,3193,2025-07-25 00:09:00,Sports,control,2067.98
1601,10346,3195,2025-07-22 00:09:00,Sports,control,881.65
1602,10350,3196,2025-06-07 00:09:00,Books,variant,2282.32
1603,10355,3197,2025-04-25 00:09:00,Home & Kitchen,variant,899.56
1604,10359,3199,2025-08-27 00:09:00,Home & Kitchen,control,1314.11
1605,10362,3200,2025-05-07 00:09:00,Sports,control,1379.75
1606,10377,3204,2025-03-15 00:09:00,Beauty,control,2203.66
1607,10379,3204,2025-07-09 00:09:00,Books,control,2537.89
1608,10393,3208,2025-07-16 00:09:00,Beauty,variant,1134.6
1609,10397,3209,2025-07-12 00:09:00,Fashion,variant,1880.76
1610,10398,3209,2025-07-17 00:09:00,Sports,variant,3937.79
1611,10411,3215,2025-06-26 00:09:00,Home & Kitchen,variant,2806.99
1612,10423,3219,2025-08-13 00:09:00,Home & Kitchen,variant,754.41
1613,10424,3219,2025-08-13 00:09:00,Home & Kitchen,variant,1480.33
1614,10425,3219,2025-08-26 00:09:00,Beauty,variant,1716.38
1615,10437,3222,2025-05-15 00:09:00,Books,variant,1387.62
1616,10453,3227,2025-07-22 00:09:00,Beauty,variant,1536.59
1617,10455,3227,2025-08-10 00:09:00,Beauty,variant,2116.69
1618,10484,3237,2025-06-13 00:09:00,Home & Kitchen,control,2510.5
1619,10487,3238,2025-08-08 00:09:00,Books,variant,2387.26
1620,10493,3240,2025-04-18 00:09:00,Electronics,control,2148.47
1621,10495,3240,2025-04-17 00:09:00,Sports,control,729.7
1622,10508,3242,2025-06-19 00:09:00,Beauty,control,2088.23
1623,10515,3244,2025-06-18 00:09:00,Beauty,control,932.58
1624,10516,3244,2025-06-10 00:09:00,Sports,control,743.15
1625,10520,3246,2025-07-29 00:09:00,Fashion,variant,1125.69
1626,10525,3246,2025-07-26 00:09:00,Sports,variant,605.39
1627,10527,3247,2025-07-16 00:09:00,Sports,variant,984.94
1628,10531,3248,2025-06-08 00:09:00,Fashion,control,1641.58
1629,10537,3251,2025-05-29 00:09:00,Beauty,variant,2518.98
1630,10540,3253,2025-04-11 00:09:00,Books,control,2252.97
1631,10541,3254,2025-06-02 00:09:00,Books,control,1318.16
1632,10548,3256,2025-05-03 00:09:00,Books,control,1147.88
1633,10550,3256,2025-04-30 00:09:00,Fashion,control,437.0
1634,10554,3258,2025-04-29 00:09:00,Beauty,variant,3241.22
1635,10555,3258,2025-05-14 00:09:00,Fashion,variant,2808.26
1636,10569,3262,2025-05-05 00:09:00,Beauty,control,1704.04
1637,10574,3264,2025-09-09 00:09:00,Books,control,2451.29
1638,10576,3265,2025-06-17 00:09:00,Books,control,1554.42
1639,10581,3267,2025-07-30 00:09:00,Home & Kitchen,variant,719.01
1640,10585,3268,2025-07-10 00:09:00,Home & Kitchen,control,536.77
1641,10598,3270,2025-08-25 00:09:00,Books,variant,1663.61
1642,10610,3275,2025-04-25 00:09:00,Home & Kitchen,variant,3792.71
1643,10614,3276,2025-08-29 00:09:00,Sports,variant,142.63
1644,10617,3277,2025-04-28 00:09:00,Fashion,variant,1694.92
1645,10618,3277,2025-04-30 00:09:00,Electronics,variant,1474.26
1646,10621,3278,2025-05-24 00:09:00,Books,variant,1841.65
1647,10625,3280,2025-07-30 00:09:00,Electronics,variant,1433.1
1648,10635,3283,2025-08-24 00:09:00,Home & Kitchen,variant,4223.69
1649,10636,3283,2025-08-28 00:09:00,Electronics,variant,474.82
1650,10639,3284,2025-04-14 00:09:00,Home & Kitchen,control,1069.04
1651,10651,3286,2025-07-29 00:09:00,Home & Kitchen,variant,1303.53
1652,10657,3288,2025-04-08 00:09:00,Books,variant,595.85
1653,10663,3290,2025-06-19 00:09:00,Home & Kitchen,variant,2243.47
1654,10667,3292,2025-06-02 00:09:00,Home & Kitchen,variant,1149.9
1655,10683,3297,2025-04-27 00:09:00,Electronics,control,1022.95
1656,10696,3301,2025-06-22 00:09:00,Beauty,variant,2309.71
1657,10704,3304,2025-05-02 00:09:00,Sports,variant,1366.46
1658,10707,3305,2025-03-28 00:09:00,Beauty,variant,739.08
1659,10712,3306,2025-04-12 00:09:00,Beauty,control,703.25
1660,10723,3308,2025-07-24 00:09:00,Sports,control,1409.66
1661,10731,3312,2025-05-20 00:09:00,Electronics,variant,2527.61
1662,10738,3314,2025-04-15 00:09:00,Sports,variant,904.57
1663,10744,3315,2025-06-20 00:09:00,Sports,control,1841.03
1664,10747,3316,2025-08-19 00:09:00,Sports,control,2357.24
1665,10752,3318,2025-06-16 00:09:00,Fashion,control,2104.65
1666,10756,3319,2025-04-24 00:09:00,Beauty,variant,1019.21
